ComplaintID,Complaint,Category,Urgency
CMP_14014,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_14015,The breakfast was served cold today at the counter.,Mess,Low
CMP_14016,"The corridor lights on the second floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_14017,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_14018,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_14019,the fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_14020,Severe water leakage from the ceiling in room 523 damaging personal belongings.,Hostel,High
CMP_14021,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_14022,The ceiling fan in room 267 is rally making a slight clicking sound.,Hostel,Low
CMP_14023,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_14024,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_14025,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_14026,sparking and a burning plastic smell coming from the distribution board near room 104.,Electricity,Critical
CMP_14027,The ceiling fan in room 258 is making a slight clicking sound.,Hostel,Low
CMP_14028,The washbasin tap in room 558 is rally dripping slowly continuously.,Plumbing,Low
CMP_14029,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_14030,Live naked electric wires are exposed in the hallway of the fourth floor near the water cooler.,Electricity,Critical
CMP_14031,One of the three tube lights in room 594 has fused.,Electricity,Low
CMP_14032,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_14033,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_14034,No hot water supply in the showers of Boys Hostel Block A during early morning hours.,Plumbing,Medium
CMP_14035,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_14036,the automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_14037,The balcony railing on the fourth floor of Girls Hostel Block C is completely detached and hanging.,Hostel,Critical
CMP_14038,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_14039,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_14040,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_14041,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_14042,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_14043,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_14044,The window latch in room 586 is loose and needs to be tightened.,Hostel,Low
CMP_14045,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_14046,The driver of route Shuttle-A was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_14047,Complete network outage across the entire Girls Hostel Block D block preventing project submissions.,Internet,High
CMP_14048,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_14049,"The main water pipeline has burst, causing massive flooding in the basement of Hostel 9.",Plumbing,High
CMP_14050,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_14051,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_14052,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_14053,No hot water supply in the showers of Hostel 5 during early morning hours.,Plumbing,Medium
CMP_14054,The projector screen in classroom 553 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_14055,Complete power blackout in the entire wing of Boys Hostel Block A for over 6 hours.,Electricity,High
CMP_14056,No hot water supply in the showers of PG Married Hostel during early morning hours.,Plumbing,Medium
CMP_14057,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_14058,An armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_14059,A student is rally unconscious and unresponsive in room 299 following a sudden seizure.,Medical,Critical
CMP_14060,The projector screen in classroom 109 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_14061,The mouse attached to computer terminal 26 in the computer lab is malfunctioning.,Laboratory,Low
CMP_14062,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_14063,The air conditioning in the long-route university bus number B-01 is completely broken.,Transport,Medium
CMP_14064,Complete power blackout in the entire wing of Hostel 5 for over 6 hours.,Electricity,High
CMP_14065,"A large chunk of plaster fell from the ceiling in room 316, narrowly missing a student.",Hostel,Critical
CMP_14066,a critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_14067,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_14068,The elevator in Boys Hostel Block A is jerking badly while moving between floors.,Hostel,Medium
CMP_14069,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_14070,lan connection port in room 147 is physically damaged and loose.,Internet,Medium
CMP_14071,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_14072,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_14073,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_14074,"The main water pipeline has burst, causing massive flooding in the basement of Girls Hostel Block D.",Plumbing,High
CMP_14075,The window latch in room 521 is loose and needs to be tightened.,Hostel,Low
CMP_14076,The study lamp socket on table 16 is not drawing any power.,Electricity,Low
CMP_14077,an armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_14078,The window latch in room 206 is rally loose and needs to be tightened.,Hostel,Low
CMP_14079,The main entry door lock for room 484 is completely broken and cannot be locked.,Hostel,High
CMP_14080,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_14081,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_14082,the waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_14083,A bicycle locked near block Boys Hostel Block B was stolen during broad daylight.,Security,Medium
CMP_14084,"A large chunk of plaster fell from the ceiling in room 224, narrowly missing a student.",Hostel,Critical
CMP_14085,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_14086,The window latch in room 204 is loose and needs to be tightened.,Hostel,Low
CMP_14087,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_14088,A professor is rally refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_14089,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_14090,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_14091,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_14092,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_14093,The driver of route Shuttle-A was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_14094,Severe water leakage from the ceiling in room 425 damaging personal belongings.,Hostel,High
CMP_14095,The main entry door lock for room 371 is completely broken and cannot be locked.,Hostel,High
CMP_14096,"A large chunk of plaster fell from the ceiling in room 136, narrowly missing a student.",Hostel,Critical
CMP_14097,The balcony railing on the ground floor of Hostel 9 is completely detached and hanging.,Hostel,Critical
CMP_14098,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
